userId,movieId,tag,timestamp
129,5449,Adam Sandler,1297144629
129,5449,Al Sharpton,1297144623
129,5449,Winona Ryder,1297144626
129,8528,Ben Stiller,1297144693
129,8528,comedy,1297144702
129,8528,funny,1297144703
129,8528,Funny as hell,1297144705
129,8528,Idiotic,1297144699
129,8528,seen more than once,1297144706
129,8528,sports,1297144707
129,8528,Vince Vaughn,1297144695
129,8528,wasted potential,1297144711
129,8641,Ben Stiller,1297144522
129,8641,Judd Apatow movie,1297144513
129,8641,Paul Rudd,1297144517
129,8641,Seth Rogen,1297144526
129,8641,Steve Carell,1297144516
129,8641,Steve Carrell,1297144515
129,33880,avante garde,1295835277
129,33880,bittersweet,1295835281
129,33880,deadpan,1295835279
129,33880,FATHERS AND SONS,1295835282
129,33880,independent film,1295835294
129,33880,Indie,1295835297
129,33880,irreverent,1295835284
129,33880,SEXUAL AWAKENING,1295835292
129,33880,unique,1295835289
129,33880,weird,1295835290
129,52952,coming of age,1298940741
129,52952,friendship,1298940745
129,52952,tattoo,1298940761
129,52952,teenager,1298940758
129,55280,delusion,1296939963
129,55280,delusional,1296939960
129,55280,dork people,1296939966
129,55280,emotional,1296939969
129,55280,family affair,1296939972
129,55280,mental illness,1296939953
129,55280,real doll,1296939977
129,55280,small town,1296939956
129,60756,brother-brother relationship,1297144543
129,60756,ending,1297144556
129,60756,Highly quotable,1297144552
129,60756,let down,1297144549
129,60756,movie to see,1297144544
129,60756,Seth Rogen,1297144539
129,60756,will ferrell,1297144546
129,61132,Ben Stiller,1297144483
129,61132,Hollywood,1297144499
129,61132,irreverent,1297144493
129,61132,Jack Black,1297144482
129,61132,Robert Downey Jr.,1297144475
129,61132,satire,1297144477
129,61132,Tom Cruise,1297144486
129,61132,Vietnam War,1297144488
129,80094,handcam-real style,1294504953
129,80350,funny,1295299018
129,80350,parody,1295299021
129,80350,vampires,1295299020
129,80489,action,1295298902
129,80489,Criminal = good Police = bad,1295298886
129,80489,one dimensional characters except for Affleck. Ending trite.,1295298893
129,80489,too much love interest,1295298907
129,80549,Emma Stone,1295298931
129,80549,funny dialogues,1295298933
129,80549,plot,1295298935
129,80549,sexuality,1295298943
129,80549,typical,1295298938
129,80549,Unreal reactions,1295298941
129,80846,plot twist,1299453243
129,80862,documentary,1295835327
129,80862,makes you think,1295835329
129,80862,Not what was expected but still good,1295835325
129,80862,social networking,1295835331
129,81537,drug use,1297144446
129,81537,road trip,1297144454
129,81537,Robert Downey Jr.,1297144442
129,81537,Zach Galifianakis,1297144444
129,81834,boring,1290743649
129,81834,camping trip,1290743671
129,81834,emma watson,1290743679
133,4973,beautifully filmed,1397241040
133,4973,quirky,1397241036
133,4973,romance,1397241034
133,4973,stylized,1397241006
133,4973,visually appealing,1397241031
133,4973,whimsical,1397241024
133,7158,culture clash,1397367159
133,7158,heartbreaking,1397367163
133,7158,intense,1397367176
133,7158,sad but good,1397367180
190,1270,Steven Spielberg,1329074979
190,1270,time travel,1329074981
190,2011,sci-fi,1329074976
190,2011,time travel,1329074973
190,2012,time travel,1329074970
205,1966,manhattan,1201771407
205,1966,upper class,1201771407
208,72,whit stillman meets Diner,1139110502
208,8645,actress too old,1139761704
208,8645,too upper class,1139761704
208,27727,wild and fresh,1139177085
208,40819,whit stillman meets diner,1139110430
208,41573,utterly predictable ensemble flick,1137445827
271,84772,Simon Pegg,1302384984
279,916,Audrey Hepburn,1329962461
279,916,black and white,1329962500
279,916,classic,1329962467
279,916,Gregory Peck,1329962459
279,916,imdb top 250,1329962478
279,916,Italy,1329962481
279,916,love story,1329962469
279,916,National Film Registry,1329962486
279,916,need to own,1329962471
279,916,romantic comedy,1329962476
279,916,Rome,1329962490
279,916,royalty,1329962474
279,916,slapstick,1329962495
279,916,zest for life,1329962497
279,4246,based on a book,1329961923
279,4246,British,1329961921
279,4246,Hugh Grant,1329961906
279,4246,Jane Austen,1329961911
279,4246,romantic comedy,1329961917
279,8533,chick flick,1304661651
279,8533,sentimental,1304661663
279,55872,Freddie Highmore,1328493391
279,55872,inspirational,1328493389
279,55872,love of music,1328493386
279,55872,power of music,1328493382
279,55872,uplifting and compelling,1328661957
316,34405,Firefly,1150538412
316,34405,scifi,1150538415
316,34405,western,1150538407
316,45186,Ethan Hunt Should Stop Hogging The Screen!,1150538322
318,260,1970s,1424472169
318,260,fantasy,1424472169
318,260,sci-fi,1424472169
318,115149,Action,1424534310
318,115149,Revenge,1424534283
318,115149,Willem Dafoe,1424534383
320,1197,must show,1145964801
320,1396,must show,1145964810
320,2011,must show,1145964858
320,2012,must show,1145964915
320,2502,must show,1145964798
320,2762,twist,1145964832
320,2959,twist,1145964658
320,3996,overrated,1145964748
320,6016,violent,1145964670
320,7438,violent,1145964764
342,32,post-apocalyptic,1327514530
342,32,psychology,1327514535
342,32,time travel,1327514526
342,50,organized crime,1328029111
342,50,twist ending,1328029102
342,50,twists & turns,1328029128
342,318,friendship,1346540359
342,318,masterplan,1423424898
342,318,Morgan Freeman,1346540355
342,318,prison escape,1423424898
342,318,redemption,1423424898
342,318,revenge,1346540367
342,356,bittersweet,1346540428
342,356,classic,1346540434
342,356,vietnam war,1346540444
342,608,crime gone awry,1327513661
342,750,black comedy,1363561339
342,750,British,1363561329
342,750,cold war,1363561343
342,750,comedy,1363561345
342,750,Peter Sellers,1363561324
342,750,satire,1363561333
342,750,satirical,1363561332
342,750,Stanley Kubrick,1363561313
342,1079,British,1347124090
342,1079,John Cleese,1347124079
342,1079,quirky,1347124068
342,1136,Monty Python,1328028938
342,1136,parody,1328028932
342,1136,satire,1328028950
342,1175,atmospheric,1346539769
342,1175,post-apocalyptic,1346539767
342,1175,surreal,1346539763
342,1193,psychological,1328028964
342,1193,psychology,1328028967
342,1201,Clint Eastwood,1363545661
342,1201,Ennio Morricone,1363545664
342,1201,Italian,1363545678
342,1201,music,1363545681
342,1201,Sergio Leone,1363545669
342,1252,mystery,1328029053
342,1252,twists & turns,1328029053
342,1625,Michael Douglas,1330966552
342,1625,Mystery,1330966555
342,1625,plot twist,1330966584
342,1625,psychological,1330966559
342,1625,Sean Penn,1330966600
342,1625,twist ending,1330966590
342,1625,unrealistic,1330966596
342,1653,eugenics,1346540593
342,1653,future,1346540621
342,1653,genetic engineering,1346540598
342,1653,genetics,1346540596
342,1653,powerful ending,1346540617
342,1653,racism,1346540608
342,1784,funny,1363544868
342,1784,Jack Nicholson,1363544851
342,1784,obsessive compulsive disorder,1363544856
342,1784,psychology,1363544853
342,1784,quirky,1363544871
342,1784,relationships,1363544862
342,2329,Edward Norton,1346539929
342,2329,Neo-Nazis,1346539931
342,2329,politics,1346539942
342,2329,powerful ending,1346539939
342,2329,racism,1346539932
342,2329,tense,1346539936
342,2329,thought-provoking,1346539934
342,2571,post-apocalyptic,1327513921
342,2571,sci-fi,1327513918
342,2571,virtual reality,1327513924
342,3000,adventure,1331750523
342,3000,anime,1331750513
342,3000,fantasy world,1331750509
342,3000,surreal,1331750507
342,3359,coming of age,1379532615
342,3359,coming-of-age,1379532618
342,3359,cycling,1379532604
342,3363,classic,1394227261
342,3363,coming of age,1394227255
342,3363,friendship,1394227259
342,4848,BORING!,1329244727
342,4848,Nudity (Full Frontal),1329244809
342,4848,pretentious,1329244727
342,4973,slow paced,1331750400
342,4978,characters,1346539468
342,4978,romance,1346539468
342,4993,adventure,1327514243
342,4993,characters,1327514243
342,4993,epic,1327514243
342,4993,fantasy world,1327514243
342,4993,fighting,1327514283
342,4993,photography,1327514283
342,5282,ending,1346539055
342,5282,lawyers,1346539083
342,5282,military court,1346539099
342,5291,multiple storylines,1327513763
342,5291,nonlinear,1327513776
342,6016,disturbing,1328032226
342,6016,drama,1327513858
342,6016,multiple storylines,1328032231
342,6016,realistic,1327513858
342,6365,action packed,1327513969
342,6365,dystopia,1327513956
342,6365,unrealistic characters,1327514143
342,6539,cliche,1346539351
342,6539,Johnny Depp,1346539351
342,6539,magic realism,1346539351
342,6539,modernism,1346539351
342,6539,photography,1346539351
342,6539,too long,1346539351
342,6953,multiple storylines,1362851309
342,6953,psychological,1362851304
342,6953,Sean Penn,1362851300
342,7090,atmospheric,1346539687
342,7090,colours,1346539688
342,7090,martial arts,1346539687
342,7090,photography,1346539687
342,8914,dialogue driven,1347124664
342,8914,mindfuck,1347124653
342,8914,plot holes,1347124658
342,8914,sci-fi,1347124651
342,8914,time travel,1347124649
342,31410,Biography,1415479148
342,31410,disturbing,1415479142
342,31410,excellent performance,1415479223
342,31410,historical,1415479146
342,31410,World War II,1415479140
342,44191,comic book,1346539872
342,44191,dark,1346539892
342,44191,dystopia,1346539869
342,44191,England,1346539886
342,44191,inspirational,1346539884
342,44191,Natalie Portman,1346539875
342,44191,politics,1346539878
342,44191,thought-provoking,1346539865
342,44191,visually appealing,1346539882
342,47044,action packed,1346539225
342,47044,characters,1346539191
342,47044,Miami,1346539191
342,47044,shallow,1346539191
342,47044,unrealistic,1346539190
342,47044,unrealistic action,1346539225
342,47044,unrealistic plot,1346539191
342,48043,atmospheric,1346540132
342,48043,death,1346540145
342,48043,emotional,1346540222
342,48043,multiple storylines,1363544997
342,48043,Music,1346540240
342,48043,nonlinear,1346540246
342,48043,surreal,1346540234
342,48043,thought-provoking,1346540268
342,48043,visually appealing,1346540130
342,48774,disturbing,1346540672
342,48774,dystopia,1346540669
342,48774,ending,1346540752
342,48774,future,1346540678
342,48774,sci-fi,1346540664
342,48774,violence,1346540683
342,51662,americanized movie,1328032885
342,51662,based on a comic,1328032786
342,51662,based on comic,1328032792
342,51662,blood,1328032810
342,51662,Frank Miller,1328032844
342,51662,stylized,1328032772
342,52328,atmospheric,1347125121
342,52328,dark,1347125102
342,52328,despair,1347125096
342,52328,ending twist,1347125083
342,52328,great soundtrack,1347125107
342,52328,madness,1347125123
342,52328,psychological,1347125125
342,52328,psychology,1347125086
342,52328,slow paced,1347125112
342,52328,spaceships,1347125070
342,54372,French,1422734628
342,54372,murder mystery,1422734632
342,54372,twist ending,1422734630
342,55442,coming of age,1346830950
342,55442,Middle East,1346830956
342,55442,politics,1346830889
342,55442,revolution,1346830920
342,55442,social commentary,1346830954
342,55908,entirely dialogue,1328035276
342,55908,Excellent use of dialogue,1328035260
342,55908,immortality,1415478798
342,55908,intellectual,1328035246
342,55908,sci-fi,1328035254
342,55908,thought-provoking,1328035250
342,55908,Underrated,1328035283
342,55908,unique,1328035252
342,58559,Atmospheric,1328033023
342,58559,Batman,1328033005
342,58559,Heath Ledger,1328033031
342,58559,superhero,1328032985
342,58559,vigilante,1328032996
342,63082,India,1363545248
342,63082,love story,1363545263
342,63082,Oscar (Best Picture),1363545297
342,63082,photography,1363545283
342,63082,romance,1363545255
342,63082,shallow plot,1363545329
342,63082,social commentary,1363545252
342,63082,violence,1363545301
342,63082,visually appealing,1363545291
342,64614,Clint Eastwood,1328032142
342,64614,culture clash,1328032146
342,64614,gangs,1328032137
342,64614,redemption,1328032157
342,68954,emotional,1327513725
342,68954,friendship,1327513707
342,70286,action,1328029396
342,70286,alien invasion,1328029363
342,70286,aliens,1328029334
342,70286,sci-fi,1363545748
342,70286,social commentary,1328029331
342,72167,boring plot,1327514477
342,72167,nonsensical,1327514459
342,72167,stupid,1327514459
342,72167,stupid characters,1327514459
342,73321,beautiful scenery,1346540020
342,73321,Bible,1346540007
342,73321,characters,1346540045
342,73321,Christianity,1346540005
342,73321,Denzel Washington,1346539988
342,73321,dystopic future,1346539990
342,73321,fight scenes,1346540034
342,73321,plot holes,1346539994
342,79357,nonlinear,1363545104
342,79357,Nudity (Topless),1363545080
342,79357,sci-fi,1363545072
342,79357,time travel,1363545076
342,79357,too long,1363545089
342,83302,cheating,1395528857
342,83302,cold,1395528822
342,83302,husband-wife relationship,1395528870
342,83302,lack of identification,1395528877
342,83302,thought-provoking,1395528850
342,83302,unlikable characters,1395528833
342,89118,disturbing,1422734236
342,89118,long revenge,1422734239
342,89118,spanish,1422734293
342,89118,unpredictable,1422734224
342,90746,animation,1330630496
342,91077,coma,1331750199
342,91077,drama,1331750229
342,91077,emotional,1331750192
342,91077,family bonds,1331750241
342,91077,George Clooney,1331750215
342,91077,Hawaii,1331750202
342,96610,future,1395578305
342,96610,sci-fi,1395578309
342,96610,time travel,1395578311
342,96610,violent,1395578313
342,96610,visually appealing,1395578331
342,97752,adapted from:book,1363545169
342,97752,atmospheric,1363545128
342,97752,based on a book,1363545193
342,97752,multiple storylines,1363545163
342,97752,philosophy,1363545181
342,97752,rebellion,1363545145
342,97752,sci-fi,1363545147
342,97752,slow paced,1363545213
342,97752,social commentary,1363545176
342,97752,social criticism,1363545142
342,97752,Tom Hanks,1363545157
342,97752,visually appealing,1363545156
342,99114,Leonardo DiCaprio,1415478599
342,99114,Over the top,1415478587
342,99114,Quentin Tarantino,1415478596
342,99114,Samuel L. Jackson,1415478605
342,99114,slavery,1415478601
342,108190,based on a book,1426978115
342,108190,dystopia,1426978076
342,112556,based on a book,1422733895
342,112556,marriage,1422733850
342,112556,meticulous,1422733882
342,112556,mindfuck,1422733866
342,112556,Neal Patrick Harris,1422733874
342,112556,unpredictable,1422733885
348,82,netflix,1313618543
348,302,netflix,1226104039
348,571,netflix,1297289290
348,608,black comedy,1297290065
348,930,oppl,1285879294
348,959,netflix,1262818612
348,974,own,1222462244
348,1123,netflix,1282667176
348,1162,netflix,1226105124
348,1281,netflix,1282666264
348,1412,oppl,1308063746
348,1834,netflix,1226104287
348,1939,oppl,1213023822
348,1942,Good Book Bad Movie,1262922169
348,2065,netflix,1326216514
348,2359,Ireland,1326857178
348,2359,Irish,1326857181
348,2359,NOT British,1326857161
348,3134,netflix,1313619014
348,3229,netflix,1262817735
348,3533,oppl,1297284515
348,4741,netflix,1313432947
348,4801,netflix,1262818328
348,5225,netflix,1226104896
348,5525,netflix,1282666604
348,5626,netflix,1326216766
348,6042,netflix,1243741893
348,6182,oppl,1226104843
348,6244,netflix,1282667274
348,6647,netflix,1278955503
348,6672,netflix,1297288304
348,6776,netflix,1243741966
348,6828,oppl,1297284649
348,6869,netflix,1313618641
348,7061,netflix,1262818378
348,7082,oppl,1226105318
348,7116,oppl,1285473504
348,7333,oppl,1297284263
348,7479,netflix,1262818530
348,7505,netflix,1282666527
348,7582,netflix,1262817658
348,7583,netflix,1262818675
348,7832,netflix,1274975778
348,7833,netflix,1274975729
348,7835,netflix,1274975823
348,7915,netflix,1297288643
348,8128,oppl,1282052206
348,8207,oppl,1285473376
348,8232,netflix,1313437507
348,8302,netflix,1282666202
348,8335,netflix,1266936527
348,8753,netflix,1282665577
348,8765,netflix,1297284340
348,8786,netflix,1313617493
348,8828,netflix,1262819148
348,8874,black comedy,1297290197
348,8933,netflix,1226105274
348,8971,netflix,1313618124
348,9000,netflix,1226104195
348,9010,netflix,1226104331
348,25769,netflix,1282665337
348,25828,netflix,1262818480
348,25850,KATHARINE Hepburn,1334756053
348,25868,netflix,1326216857
348,25886,netflix,1282662771
348,25906,netflix,1262818568
348,25943,netflix,1228005944
348,26116,oppl,1262817933
348,26222,netflix,1242135661
348,26324,netflix,1282666337
348,26325,netflix,1308065094
348,26395,netflix,1282663241
348,26463,netflix,1282666098
348,27002,netflix,1282664802
348,27255,netflix,1228006202
348,27716,netflix,1228006111
348,27866,netflix,1228006044
348,30745,netflix,1227991037
348,31547,netflix,1282665850
348,31903,netflix,1313618937
348,32025,netflix,1313617406
348,32657,netflix,1282665195
348,32853,netflix,1282662007
348,33288,netflix,1308063473
348,38198,netflix,1228005994
348,40010,netflix,1226105234
348,42197,black comedy,1297290086
348,42422,netflix,1244558098
348,43376,netflix,1313617288
348,44195,oppl,1226104233
348,44633,netflix,1230270887
348,46855,oppl,1326216632
348,46976,oppl,1214588413
348,47152,netflix,1313618205
348,47274,oppl,1282659712
348,47725,netflix,1261111142
348,47940,netflix,1227993274
348,48032,netflix,1313432606
348,48872,netflix,1228004590
348,49225,oppl,1282659811
348,50641,netflix,1291862417
348,50658,netflix,1227992694
348,51255,black comedy,1297290041
348,51773,netflix,1304015963
348,51991,oppl,1228006380
348,53161,not found,1227993575
348,53769,netflix,1227993352
348,53883,netflix,1297289067
348,54094,netflix,1243741721
348,54196,netflix,1226091136
348,54745,netflix,1226103960
348,54995,netflix,1226103212
348,55063,netflix,1228004947
348,55156,netflix,1244561721
348,55851,netflix,1226091031
348,55901,netflix,1244561091
348,56671,netflix,1244561790
348,57669,black comedy,1259166815
348,58191,netflix,1282663371
348,59440,anti-abortion,1277236435
348,59519,netflix,1226092178
348,59549,netflix,1244560720
348,59910,netflix,1231258456
348,60137,netflix,1297289550
348,60147,netflix,1226091426
348,61269,netflix,1315950996
348,63062, oppl,1237898859
348,63698,netflix,1244562471
348,64197,netflix,1244560983
348,64273,netflix,1244562343
348,64278,netflix,1244562255
348,64993,netflix,1244561034
348,65037,netflix,1244560890
348,65235,netflix,1245337448
348,67508,netflix,1274190562
348,67801,netflix,1266936831
348,68472,netflix,1313617571
348,68612,netflix,1266937003
348,68858,netflix,1277573530
348,68967,netflix,1282052066
348,69187,netflix,1254837158
348,69275,netflix,1266938528
348,69529,netflix,1250628021
348,69951,new,1262901689
348,70293,france,1250088785
348,70451,netflix,1313425691
348,70533,netflix,1264517112
348,70687,netflix,1262543481
348,70846,netflix,1264517015
348,71438,netflix,1304015493
348,71468,netflix,1264517280
348,71542,oppl,1266936026
348,71745,new,1262543892
348,72176,oppl,1266938217
348,72395,new,1262543901
348,72554,netflix,1297288754
348,72741,oppl,1266936723
348,73344,netflix,1277574366
348,73587,netflix,1297281861
348,73681,netflix,1313432692
348,74504,netflix,1304015597
348,74677,netflix,1274190754
348,75813,netflix,1277573612
348,76079,netflix,1277574040
348,76091,netflix,1277573877
348,77154,netflix,1277574022
348,77307,netflix,1297281980
348,77330,oppl,1285687770
348,77359,netflix,1277574601
348,77421,oppl,1297282346
348,77658,netflix,1282662204
348,77833,netflix,1319821322
348,77854,oppl,1297284858
348,78103,netflix,1319822733
348,78574,netflix,1277572674
348,78746,netflix,1297282600
348,79091,oppl,1297282677
348,79293,oppl,1297283765
348,79357,netflix,1282659324
348,80185,netflix,1297280737
348,80553,netflix,1297283515
348,80584,oppl,1297283710
348,80586,oppl,1297283412
348,80939,oppl,1297283357
348,81383,netflix,1297283243
348,81456,netflix,1313425918
348,81639,oppl,1297283564
348,81804,oppl,1313437676
348,82463,netflix,1308063662
348,83270,feminism,1304015208
348,83270,feminist,1304015208
348,83531,netflix,1315950349
348,84187,netflix,1304015391
348,85179,netflix,1304015812
348,85438,netflix,1313425811
348,86487,oppl,1326215820
348,88267,oppl,1319821415
348,89039,netflix,1326216017
348,90866,oppl,1335191233
348,91077,netflix,1335191469
348,93892,netflix,1335191260
348,93939,netflix,1335191699
359,340,Kevin Pederast,1191578282
359,1175,This Would Have Been Funnier If It Was A Horror Film,1148377492
359,1208,'Oh The Whore-ror!',1191578946
359,1247,'Wow Mrs. Robinson Your Porridge Is Just Right!',1199786611
359,1345,'Carrie I Don't Wanna Rain On Your Parade But That's Not Fruit Punch',1199785915
359,1372,'Oh Spock! Oh Jim! Oh Bones!' WTF!? Et Tu Herr Doktor? Heil!,1199790882
359,1502,Of Course It's Rigid! The Dude's In Full Rigor!,1188135822
359,1508,All Of A Sudden You Feel Guilty About Bangin' Yer Own Daughter Why Stop Now?,1188135567
359,1554,Ewe Mean Sausage McHoody With Eggs,1193727390
359,1674,'I Guess Repression Does Have It's Moments After All',1199792429
359,2076,'It's Not Where Your Dreams Take You But Who You Take In Your Dreams' hahaha!,1199793444
359,2087,'And Just What Do You Think You're Doing Mr. Smeee?',1199188531
359,2202,You Mean It's Over Inflated!,1165907597
359,2268,'That's All An Inmate Wants...Simple Pleasures',1199790165
359,2275,Guy Pierce With Dweeb Focals,1188136958
359,2359,'Didn't This Already Happen To Bernie?',1199794908
359,2745,Was The Mission About Finding A Position?,1156514051
359,3030,You Only Got 2 Bullets. I Have A Sword. You Will Miss. I Won't.,1188306068
359,3101,'Hey Dan Do You Mind Having Rabbit Stew For A Pick-Me-Up?',1199788802
359,3148,the book was bettah,1238916171
359,3192,Great Anti-Abortion Film,1188134662
359,3471,'Stop Banging The Doorbell I'm Landscaping My Kitchen Sink!',1199787451
359,3660,'I Can't Get That Theme Song Out Of My Head',1188137145
359,3709,Perfect Use Of Johnny & Santo's 1 Hit Wonder,1188137075
359,3755,'On A Steel Horse I Ride I'm Wanted (waaaanteeddd) Dead Or Alive',1199789321
359,4719,The 5-Second Rule Never Applies Near Animals Or In Zoos,1148368037
359,4975,Re-Fried For U.S.,1229209625
359,4978,The Mother Of Connect-The-Dots  Flix (Grand Canyon/Crash/ETC),1148369277
359,5319,'Don't Watch 'Criminal' Totally Butchered',1206392290
359,5807,'Yeah The Test Audience Thought That Was A Better Title...More Upbeat',1199789719
359,5956,'Know Why I Like Butchering Pigs? It's Like Killing Cops But Without The Jail Time',1199793962
359,5992,even crazy people like to be asked out,1238908120
359,5995,'The What?!',1199789851
359,6286,Sometimes Marriage Makes You Wanna Forget Why The Hell You Said YES,1165479239
359,6294,With A Name Like Chew Yer Fat A Crossover Is Not Possible,1141047000
359,6301,Even Dweebs Go Psycho If You Keep Making Fun Of Their Glasses,1165481066
359,6511,"'H Christ!""",1199787732
359,6656,'Why Is Everyone Running Around With Puppets Up Their A**?!',1199791485
359,6708,'Alison Lohman Stole The Whole Damn Film',1199793030
359,6713,Animated Woody Allen Film...If He Made One,1188135930
359,6914,'I Have Never Had Any Foreign Relations With That Woman Hillary Lewinsky',1199790341
359,6963,...'Livin' In An Amish Paradise',1199187737
359,7143,'The Ninja Assault Gets A 3peat',1200134352
359,7442,"Just Great. Now Every1 Knows Ewan Is ""Hooded""",1188134551
359,7828,'And When The Germans Came Over The Ridge They Suddenly Went Blind!',1199788455
359,7925,'Is That What He Called It?',1193728039
359,8295,Wasn't That Human Played By Ice-T?,1156513899
359,8367,If The Director Doesn't Care 2 Flesh Out A Film Why The Hell Should I Care What Happens 2 The Characters?,1176529526
359,8369,More Like Plothunters Or Why Did I Watch This?,1188136463
359,8505,'Is That What She Calls It?',1191582075
359,8720,Loved The Mouse Wake-Up,1188134779
359,8862,9ine Queens Was A Better Title...& Film,1188135170
359,8919,Hmmm I Wonder How Many Counselors Do Their Jobs Like That!,1188134965
359,26413,'That's Where You Enter From Behind After A Running Jump',1199791846
359,26464,Just Another F***ing A-Hole!,1187511672
359,26688,He Loses All Credibility When He Runs LOL!,1186998030
