date,season,year,month,hour,weekday,workingday,holiday,weather,temp,feels_like,humidity,windspeed,rentals
2011-01-03,winter,2011,jan,13,monday,1,0,clear,9.8,10.6,35,19.0,61
2011-01-03,winter,2011,jan,14,monday,1,0,clear,10.7,12.1,30,19.0,77
2011-01-03,winter,2011,jan,15,monday,1,0,clear,10.7,12.1,30,17.0,72
2011-01-03,winter,2011,jan,16,monday,1,0,clear,10.7,12.1,30,17.0,76
2011-01-03,winter,2011,jan,17,monday,1,0,clear,9.8,11.4,30,15.0,157
2011-01-03,winter,2011,jan,18,monday,1,0,clear,9.8,12.9,32,7.0,157
2011-01-03,winter,2011,jan,19,monday,1,0,clear,8.2,12.9,47,0.0,110
2011-01-03,winter,2011,jan,20,monday,1,0,clear,8.2,11.4,47,7.0,52
2011-01-03,winter,2011,jan,21,monday,1,0,clear,7.4,9.8,64,9.0,52
2011-01-03,winter,2011,jan,22,monday,1,0,clear,5.7,7.6,69,9.0,20
2011-01-03,winter,2011,jan,23,monday,1,0,clear,7.4,10.6,55,7.0,12
2011-01-04,winter,2011,jan,0,tuesday,1,0,clear,6.6,9.1,55,7.0,5
2011-01-04,winter,2011,jan,1,tuesday,1,0,clear,6.6,9.1,59,7.0,2
2011-01-04,winter,2011,jan,2,tuesday,1,0,clear,5.7,7.6,63,9.0,1
2011-01-04,winter,2011,jan,4,tuesday,1,0,clear,5.7,9.1,63,6.0,2
2011-01-04,winter,2011,jan,5,tuesday,1,0,clear,4.9,7.6,68,7.0,4
2011-01-04,winter,2011,jan,6,tuesday,1,0,clear,4.9,7.6,74,7.0,36
2011-01-04,winter,2011,jan,7,tuesday,1,0,clear,4.9,7.6,74,9.0,94
2011-01-04,winter,2011,jan,8,tuesday,1,0,clear,5.7,7.6,69,11.0,179
2011-01-04,winter,2011,jan,9,tuesday,1,0,clear,6.6,7.6,64,15.0,100
2011-01-04,winter,2011,jan,10,tuesday,1,0,mist,6.6,6.8,69,22.0,42
2011-01-04,winter,2011,jan,11,tuesday,1,0,clear,9.0,10.6,51,20.0,57
2011-01-04,winter,2011,jan,12,tuesday,1,0,clear,9.0,11.4,51,11.0,78
2011-01-04,winter,2011,jan,13,tuesday,1,0,clear,9.8,11.4,56,13.0,97
2011-01-04,winter,2011,jan,14,tuesday,1,0,clear,10.7,12.9,52,15.0,63
2011-01-04,winter,2011,jan,15,tuesday,1,0,clear,11.5,13.6,52,17.0,65
2011-01-04,winter,2011,jan,16,tuesday,1,0,clear,12.3,14.4,49,17.0,83
2011-01-04,winter,2011,jan,17,tuesday,1,0,clear,11.5,13.6,48,15.0,212
2011-01-04,winter,2011,jan,18,tuesday,1,0,clear,10.7,12.9,48,13.0,182
2011-01-04,winter,2011,jan,19,tuesday,1,0,clear,9.8,12.9,48,7.0,112
2011-01-04,winter,2011,jan,20,tuesday,1,0,clear,9.8,12.9,48,7.0,54
2011-01-04,winter,2011,jan,21,tuesday,1,0,clear,9.0,13.6,64,0.0,48
2011-01-04,winter,2011,jan,22,tuesday,1,0,clear,9.0,12.9,64,6.0,35
2011-01-04,winter,2011,jan,23,tuesday,1,0,clear,8.2,11.4,69,6.0,11
2011-01-05,winter,2011,jan,0,wednesday,1,0,clear,8.2,12.9,64,0.0,6
2011-01-05,winter,2011,jan,1,wednesday,1,0,clear,6.6,9.8,74,6.0,6
2011-01-05,winter,2011,jan,2,wednesday,1,0,clear,6.6,9.8,74,6.0,2
2011-01-05,winter,2011,jan,4,wednesday,1,0,clear,9.8,11.4,48,15.0,2
2011-01-05,winter,2011,jan,5,wednesday,1,0,clear,9.0,11.4,47,11.0,3
2011-01-05,winter,2011,jan,6,wednesday,1,0,clear,8.2,9.8,47,15.0,33
2011-01-05,winter,2011,jan,7,wednesday,1,0,clear,7.4,9.1,43,13.0,88
2011-01-05,winter,2011,jan,8,wednesday,1,0,clear,8.2,9.1,40,20.0,195
2011-01-05,winter,2011,jan,9,wednesday,1,0,clear,9.0,9.8,37,22.0,115
2011-01-05,winter,2011,jan,10,wednesday,1,0,clear,9.0,9.8,37,22.0,57
2011-01-05,winter,2011,jan,11,wednesday,1,0,clear,10.7,11.4,33,22.0,46
2011-01-05,winter,2011,jan,12,wednesday,1,0,clear,10.7,11.4,33,22.0,79
2011-01-05,winter,2011,jan,13,wednesday,1,0,clear,11.5,12.9,30,20.0,71
2011-01-05,winter,2011,jan,14,wednesday,1,0,clear,12.3,14.4,28,13.0,62
2011-01-05,winter,2011,jan,15,wednesday,1,0,clear,12.3,14.4,28,13.0,62
2011-01-05,winter,2011,jan,16,wednesday,1,0,clear,12.3,15.9,28,6.0,89
2011-01-05,winter,2011,jan,17,wednesday,1,0,clear,9.8,11.4,38,13.0,190
2011-01-05,winter,2011,jan,18,wednesday,1,0,clear,9.8,12.1,38,9.0,169
2011-01-05,winter,2011,jan,19,wednesday,1,0,clear,9.8,12.9,38,7.0,132
2011-01-05,winter,2011,jan,20,wednesday,1,0,clear,9.0,11.4,47,11.0,89
2011-01-05,winter,2011,jan,21,wednesday,1,0,clear,8.2,9.8,51,13.0,43
2011-01-05,winter,2011,jan,22,wednesday,1,0,clear,7.4,9.8,55,9.0,42
2011-01-05,winter,2011,jan,23,wednesday,1,0,clear,8.2,12.9,47,0.0,19
2011-01-06,winter,2011,jan,0,thursday,1,0,clear,7.4,12.1,55,0.0,11
2011-01-06,winter,2011,jan,1,thursday,1,0,clear,6.6,11.4,64,0.0,4
2011-01-06,winter,2011,jan,2,thursday,1,0,clear,6.6,11.4,64,0.0,2
2011-01-06,winter,2011,jan,4,thursday,1,0,mist,6.6,9.8,64,6.0,1
2011-01-06,winter,2011,jan,5,thursday,1,0,mist,5.7,9.1,69,6.0,4
2011-01-06,winter,2011,jan,6,thursday,1,0,mist,5.7,8.3,63,7.0,36
2011-01-06,winter,2011,jan,7,thursday,1,0,mist,6.6,11.4,59,0.0,95
2011-01-06,winter,2011,jan,8,thursday,1,0,clear,6.6,11.4,59,0.0,219
2011-01-06,winter,2011,jan,9,thursday,1,0,mist,7.4,12.1,51,0.0,122
2011-01-06,winter,2011,jan,10,thursday,1,0,clear,8.2,12.9,47,0.0,45
2011-01-06,winter,2011,jan,11,thursday,1,0,clear,9.0,12.9,44,6.0,59
2011-01-06,winter,2011,jan,12,thursday,1,0,clear,10.7,14.4,35,0.0,84
2011-01-06,winter,2011,jan,13,thursday,1,0,clear,10.7,13.6,35,7.0,67
2011-01-06,winter,2011,jan,14,thursday,1,0,clear,11.5,13.6,36,11.0,70
2011-01-06,winter,2011,jan,15,thursday,1,0,clear,11.5,13.6,36,0.0,62
2011-01-06,winter,2011,jan,16,thursday,1,0,clear,10.7,12.9,38,11.0,86
2011-01-06,winter,2011,jan,17,thursday,1,0,clear,9.0,11.4,51,11.0,172
2011-01-06,winter,2011,jan,18,thursday,1,0,clear,9.0,11.4,51,9.0,163
2011-01-06,winter,2011,jan,19,thursday,1,0,clear,9.0,12.9,55,6.0,112
2011-01-06,winter,2011,jan,20,thursday,1,0,clear,8.2,10.6,51,11.0,69
2011-01-06,winter,2011,jan,21,thursday,1,0,mist,9.0,10.6,55,15.0,48
2011-01-06,winter,2011,jan,22,thursday,1,0,mist,9.0,10.6,51,19.0,52
2011-01-06,winter,2011,jan,23,thursday,1,0,mist,8.2,9.8,59,13.0,23
2011-01-07,winter,2011,jan,0,friday,1,0,mist,8.2,9.8,64,13.0,17
2011-01-07,winter,2011,jan,1,friday,1,0,mist,8.2,9.8,69,15.0,7
2011-01-07,winter,2011,jan,2,friday,1,0,mist,8.2,9.8,69,15.0,1
2011-01-07,winter,2011,jan,4,friday,1,0,mist,8.2,10.6,69,9.0,1
2011-01-07,winter,2011,jan,5,friday,1,0,light_rain_snow,9.0,13.6,55,0.0,5
2011-01-07,winter,2011,jan,6,friday,1,0,mist,8.2,12.9,69,0.0,34
2011-01-07,winter,2011,jan,7,friday,1,0,clear,8.2,10.6,69,9.0,84
2011-01-07,winter,2011,jan,8,friday,1,0,clear,8.2,9.8,51,17.0,210
2011-01-07,winter,2011,jan,9,friday,1,0,clear,8.2,9.1,47,20.0,134
2011-01-07,winter,2011,jan,10,friday,1,0,clear,9.0,9.8,37,22.0,63
2011-01-07,winter,2011,jan,11,friday,1,0,mist,8.2,9.8,40,15.0,67
2011-01-07,winter,2011,jan,12,friday,1,0,mist,8.2,9.8,37,17.0,59
2011-01-07,winter,2011,jan,13,friday,1,0,mist,8.2,9.1,37,19.0,73
2011-01-07,winter,2011,jan,14,friday,1,0,mist,8.2,9.8,40,17.0,50
2011-01-07,winter,2011,jan,15,friday,1,0,mist,8.2,10.6,37,11.0,72
2011-01-07,winter,2011,jan,16,friday,1,0,mist,8.2,10.6,37,11.0,87
2011-01-07,winter,2011,jan,17,friday,1,0,mist,8.2,12.9,37,0.0,187
2011-01-07,winter,2011,jan,18,friday,1,0,clear,8.2,11.4,40,6.0,123
2011-01-07,winter,2011,jan,19,friday,1,0,clear,6.6,9.8,55,6.0,95
2011-01-07,winter,2011,jan,20,friday,1,0,clear,7.4,10.6,47,7.0,51
2011-01-07,winter,2011,jan,21,friday,1,0,clear,7.4,9.8,47,9.0,39
2011-01-07,winter,2011,jan,22,friday,1,0,mist,7.4,9.8,43,11.0,36
2011-01-07,winter,2011,jan,23,friday,1,0,mist,7.4,9.8,51,11.0,15
2011-01-08,winter,2011,jan,0,saturday,0,0,mist,7.4,9.8,51,11.0,25
2011-01-08,winter,2011,jan,1,saturday,0,0,mist,7.4,10.6,55,6.0,16
2011-01-08,winter,2011,jan,2,saturday,0,0,mist,7.4,12.1,55,0.0,16
2011-01-08,winter,2011,jan,3,saturday,0,0,light_rain_snow,7.4,9.8,55,11.0,7
2011-01-08,winter,2011,jan,4,saturday,0,0,light_rain_snow,7.4,9.8,55,11.0,1
2011-01-08,winter,2011,jan,5,saturday,0,0,mist,6.6,8.3,74,11.0,5
2011-01-08,winter,2011,jan,6,saturday,0,0,mist,6.6,8.3,74,11.0,2
2011-01-08,winter,2011,jan,7,saturday,0,0,mist,6.6,9.1,74,7.0,9
2011-01-08,winter,2011,jan,8,saturday,0,0,light_rain_snow,6.6,9.1,93,7.0,15
2011-01-08,winter,2011,jan,9,saturday,0,0,light_rain_snow,6.6,9.1,93,7.0,20
2011-01-08,winter,2011,jan,10,saturday,0,0,mist,7.4,9.8,80,11.0,61
2011-01-08,winter,2011,jan,11,saturday,0,0,mist,8.2,9.1,69,26.0,62
2011-01-08,winter,2011,jan,12,saturday,0,0,mist,8.2,9.1,59,24.0,98
2011-01-08,winter,2011,jan,13,saturday,0,0,clear,8.2,9.1,44,22.0,102
2011-01-08,winter,2011,jan,14,saturday,0,0,clear,8.2,8.3,32,33.0,95
2011-01-08,winter,2011,jan,15,saturday,0,0,clear,8.2,8.3,32,30.0,74
2011-01-08,winter,2011,jan,16,saturday,0,0,clear,7.4,6.8,29,30.0,76
2011-01-08,winter,2011,jan,17,saturday,0,0,clear,6.6,6.1,37,37.0,69
2011-01-08,winter,2011,jan,18,saturday,0,0,clear,5.7,6.1,39,20.0,55
2011-01-08,winter,2011,jan,19,saturday,0,0,clear,5.7,6.1,36,17.0,30
2011-01-08,winter,2011,jan,20,saturday,0,0,clear,4.9,6.1,36,17.0,28
2011-01-08,winter,2011,jan,21,saturday,0,0,clear,4.9,5.3,39,24.0,37
2011-01-08,winter,2011,jan,22,saturday,0,0,clear,4.9,5.3,36,26.0,34
2011-01-08,winter,2011,jan,23,saturday,0,0,clear,4.1,3.0,39,30.0,22
2011-01-09,winter,2011,jan,0,sunday,0,0,clear,4.1,3.8,42,26.0,25
2011-01-09,winter,2011,jan,1,sunday,0,0,clear,4.1,3.0,42,31.0,12
2011-01-09,winter,2011,jan,2,sunday,0,0,clear,4.1,3.0,46,31.0,11
2011-01-09,winter,2011,jan,3,sunday,0,0,clear,4.1,3.8,46,28.0,4
2011-01-09,winter,2011,jan,4,sunday,0,0,clear,3.3,4.5,53,13.0,1
2011-01-09,winter,2011,jan,5,sunday,0,0,clear,3.3,4.5,53,13.0,1
2011-01-09,winter,2011,jan,6,sunday,0,0,clear,4.1,4.5,49,19.0,1
2011-01-09,winter,2011,jan,7,sunday,0,0,clear,3.3,4.5,53,13.0,6
2011-01-09,winter,2011,jan,8,sunday,0,0,clear,4.1,4.5,49,19.0,10
2011-01-09,winter,2011,jan,9,sunday,0,0,clear,4.9,3.8,46,35.0,19
2011-01-09,winter,2011,jan,10,sunday,0,0,clear,5.7,5.3,43,26.0,49
2011-01-09,winter,2011,jan,11,sunday,0,0,clear,6.6,6.1,40,35.0,49
2011-01-09,winter,2011,jan,12,sunday,0,0,clear,7.4,6.8,37,30.0,83
2011-01-09,winter,2011,jan,13,sunday,0,0,clear,8.2,8.3,34,30.0,75
2011-01-09,winter,2011,jan,14,sunday,0,0,clear,9.0,9.1,32,31.0,72
2011-01-09,winter,2011,jan,15,sunday,0,0,clear,9.0,9.8,35,24.0,82
2011-01-09,winter,2011,jan,16,sunday,0,0,clear,8.2,8.3,34,30.0,92
2011-01-09,winter,2011,jan,17,sunday,0,0,clear,7.4,7.6,37,26.0,62
2011-01-09,winter,2011,jan,18,sunday,0,0,clear,6.6,6.8,40,22.0,48
2011-01-09,winter,2011,jan,19,sunday,0,0,clear,6.6,6.8,43,22.0,41
2011-01-09,winter,2011,jan,20,sunday,0,0,clear,5.7,6.1,46,17.0,38
2011-01-09,winter,2011,jan,21,sunday,0,0,clear,5.7,5.3,46,28.0,20
2011-01-09,winter,2011,jan,22,sunday,0,0,clear,5.7,6.1,46,20.0,15
2011-01-09,winter,2011,jan,23,sunday,0,0,clear,4.9,6.8,50,13.0,6
2011-01-10,winter,2011,jan,0,monday,1,0,clear,4.9,6.1,50,19.0,5
2011-01-10,winter,2011,jan,1,monday,1,0,clear,4.9,6.1,50,19.0,1
2011-01-10,winter,2011,jan,2,monday,1,0,clear,4.9,6.1,50,15.0,3
2011-01-10,winter,2011,jan,3,monday,1,0,clear,4.9,6.1,50,15.0,1
2011-01-10,winter,2011,jan,4,monday,1,0,clear,4.1,6.1,54,9.0,3
2011-01-10,winter,2011,jan,5,monday,1,0,clear,4.1,5.3,54,17.0,3
2011-01-10,winter,2011,jan,6,monday,1,0,clear,4.9,6.1,50,19.0,31
2011-01-10,winter,2011,jan,7,monday,1,0,clear,4.9,6.1,50,15.0,77
2011-01-10,winter,2011,jan,8,monday,1,0,mist,4.9,6.1,50,19.0,188
2011-01-10,winter,2011,jan,9,monday,1,0,mist,5.7,6.1,50,17.0,94
2011-01-10,winter,2011,jan,10,monday,1,0,mist,5.7,6.1,50,20.0,31
2011-01-10,winter,2011,jan,11,monday,1,0,mist,6.6,6.8,47,19.0,30
2011-01-10,winter,2011,jan,12,monday,1,0,mist,8.2,9.1,40,19.0,52
2011-01-10,winter,2011,jan,13,monday,1,0,mist,8.2,9.1,40,19.0,54
2011-01-10,winter,2011,jan,14,monday,1,0,mist,8.2,9.8,40,15.0,47
2011-01-10,winter,2011,jan,15,monday,1,0,mist,8.2,9.8,40,15.0,45
2011-01-10,winter,2011,jan,16,monday,1,0,clear,8.2,10.6,40,9.0,74
2011-01-10,winter,2011,jan,17,monday,1,0,clear,8.2,11.4,40,7.0,178
2011-01-10,winter,2011,jan,18,monday,1,0,clear,8.2,9.8,40,15.0,155
2011-01-10,winter,2011,jan,19,monday,1,0,clear,6.6,8.3,47,11.0,95
2011-01-10,winter,2011,jan,20,monday,1,0,clear,6.6,8.3,50,11.0,74
2011-01-10,winter,2011,jan,21,monday,1,0,clear,5.7,6.8,59,13.0,38
2011-01-10,winter,2011,jan,22,monday,1,0,clear,5.7,7.6,59,11.0,24
2011-01-10,winter,2011,jan,23,monday,1,0,clear,5.7,7.6,59,11.0,18
2011-01-11,winter,2011,jan,0,tuesday,1,0,clear,5.7,8.3,59,7.0,12
2011-01-11,winter,2011,jan,1,tuesday,1,0,clear,5.7,7.6,59,11.0,3
2011-01-11,winter,2011,jan,2,tuesday,1,0,mist,6.6,7.6,55,13.0,3
2011-01-11,winter,2011,jan,5,tuesday,1,0,mist,6.6,9.1,55,9.0,6
2011-01-11,winter,2011,jan,6,tuesday,1,0,mist,6.6,9.1,55,9.0,27
2011-01-11,winter,2011,jan,7,tuesday,1,0,mist,6.6,11.4,55,0.0,99
2011-01-11,winter,2011,jan,8,tuesday,1,0,mist,7.4,10.6,51,6.0,217
2011-01-11,winter,2011,jan,9,tuesday,1,0,mist,7.4,9.8,51,11.0,130
2011-01-11,winter,2011,jan,10,tuesday,1,0,mist,8.2,10.6,51,11.0,54
2011-01-11,winter,2011,jan,11,tuesday,1,0,mist,8.2,10.6,47,9.0,35
2011-01-11,winter,2011,jan,12,tuesday,1,0,mist,8.2,11.4,51,7.0,57
2011-01-11,winter,2011,jan,13,tuesday,1,0,mist,8.2,11.4,59,6.0,52
2011-01-11,winter,2011,jan,14,tuesday,1,0,mist,8.2,11.4,59,6.0,63
2011-01-11,winter,2011,jan,15,tuesday,1,0,mist,6.6,9.8,80,6.0,47
2011-01-11,winter,2011,jan,16,tuesday,1,0,mist,6.6,7.6,86,15.0,76
2011-01-11,winter,2011,jan,17,tuesday,1,0,mist,6.6,7.6,86,15.0,136
2011-01-11,winter,2011,jan,18,tuesday,1,0,light_rain_snow,6.6,9.1,93,7.0,95
2011-01-11,winter,2011,jan,19,tuesday,1,0,light_rain_snow,6.6,11.4,93,0.0,51
2011-01-11,winter,2011,jan,20,tuesday,1,0,light_rain_snow,6.6,7.6,93,13.0,32
2011-01-11,winter,2011,jan,21,tuesday,1,0,light_rain_snow,6.6,9.8,86,6.0,20
2011-01-11,winter,2011,jan,22,tuesday,1,0,light_rain_snow,6.6,9.1,93,7.0,29
2011-01-11,winter,2011,jan,23,tuesday,1,0,light_rain_snow,6.6,9.8,93,6.0,19
2011-01-12,winter,2011,jan,0,wednesday,1,0,mist,6.6,9.8,86,6.0,7
2011-01-12,winter,2011,jan,1,wednesday,1,0,mist,6.6,9.1,86,7.0,6
2011-01-12,winter,2011,jan,2,wednesday,1,0,clear,5.7,7.6,86,9.0,1
2011-01-12,winter,2011,jan,5,wednesday,1,0,clear,5.7,7.6,86,11.0,5
2011-01-12,winter,2011,jan,6,wednesday,1,0,clear,4.9,7.6,93,9.0,16
2011-01-12,winter,2011,jan,7,wednesday,1,0,clear,5.7,7.6,69,9.0,54
2011-01-12,winter,2011,jan,8,wednesday,1,0,clear,6.6,8.3,59,11.0,128
2011-01-12,winter,2011,jan,9,wednesday,1,0,clear,6.6,6.8,59,22.0,81
2011-01-12,winter,2011,jan,10,wednesday,1,0,clear,7.4,9.1,55,15.0,39
2011-01-12,winter,2011,jan,11,wednesday,1,0,clear,8.2,9.1,51,26.0,35
2011-01-12,winter,2011,jan,12,wednesday,1,0,clear,8.2,7.6,47,39.0,55
2011-01-12,winter,2011,jan,13,wednesday,1,0,clear,9.0,9.8,44,24.0,49
2011-01-12,winter,2011,jan,14,wednesday,1,0,clear,8.2,9.1,47,22.0,44
2011-01-12,winter,2011,jan,15,wednesday,1,0,clear,8.2,8.3,47,28.0,49
2011-01-12,winter,2011,jan,16,wednesday,1,0,clear,9.0,9.8,44,22.0,68
2011-01-12,winter,2011,jan,17,wednesday,1,0,clear,8.2,9.1,47,24.0,139
2011-01-12,winter,2011,jan,18,wednesday,1,0,clear,8.2,7.6,47,35.0,137
2011-01-12,winter,2011,jan,19,wednesday,1,0,clear,7.4,7.6,47,28.0,83
2011-01-12,winter,2011,jan,20,wednesday,1,0,clear,6.6,6.8,50,22.0,56
2011-01-12,winter,2011,jan,21,wednesday,1,0,clear,6.6,6.8,55,22.0,57
2011-01-12,winter,2011,jan,22,wednesday,1,0,clear,6.6,6.1,55,30.0,33
2011-01-12,winter,2011,jan,23,wednesday,1,0,clear,5.7,5.3,59,28.0,20
2011-01-13,winter,2011,jan,0,thursday,1,0,clear,5.7,6.1,59,19.0,7
2011-01-13,winter,2011,jan,1,thursday,1,0,clear,5.7,6.1,50,19.0,2
2011-01-13,winter,2011,jan,2,thursday,1,0,clear,5.7,6.1,50,24.0,2
2011-01-13,winter,2011,jan,3,thursday,1,0,clear,5.7,6.1,50,22.0,3
2011-01-13,winter,2011,jan,4,thursday,1,0,clear,5.7,6.1,50,17.0,4
2011-01-13,winter,2011,jan,5,thursday,1,0,clear,5.7,6.1,50,20.0,3
2011-01-13,winter,2011,jan,6,thursday,1,0,clear,4.9,7.6,54,9.0,28
2011-01-13,winter,2011,jan,7,thursday,1,0,clear,4.9,7.6,54,9.0,72
2011-01-13,winter,2011,jan,8,thursday,1,0,clear,5.7,6.8,50,13.0,202
2011-01-13,winter,2011,jan,9,thursday,1,0,clear,5.7,6.1,50,22.0,139
2011-01-13,winter,2011,jan,10,thursday,1,0,mist,6.6,6.8,50,24.0,38
2011-01-13,winter,2011,jan,11,thursday,1,0,mist,8.2,8.3,44,30.0,37
2011-01-13,winter,2011,jan,12,thursday,1,0,clear,8.2,8.3,44,28.0,52
2011-01-13,winter,2011,jan,13,thursday,1,0,clear,9.0,9.8,41,30.0,83
2011-01-13,winter,2011,jan,14,thursday,1,0,clear,9.0,9.8,41,26.0,42
2011-01-13,winter,2011,jan,15,thursday,1,0,clear,9.8,10.6,38,20.0,60
2011-01-13,winter,2011,jan,16,thursday,1,0,clear,9.8,10.6,38,24.0,78
2011-01-13,winter,2011,jan,17,thursday,1,0,clear,8.2,9.1,40,19.0,162
2011-01-13,winter,2011,jan,18,thursday,1,0,clear,8.2,9.1,40,22.0,144
2011-01-13,winter,2011,jan,19,thursday,1,0,clear,6.6,7.6,47,17.0,99
2011-01-13,winter,2011,jan,20,thursday,1,0,clear,6.6,7.6,47,15.0,64
2011-01-13,winter,2011,jan,21,thursday,1,0,clear,5.7,6.1,46,20.0,40
2011-01-13,winter,2011,jan,22,thursday,1,0,clear,5.7,6.1,46,22.0,30
2011-01-13,winter,2011,jan,23,thursday,1,0,clear,4.9,6.8,50,13.0,15
2011-01-14,winter,2011,jan,0,friday,1,0,clear,4.9,6.8,50,13.0,14
2011-01-14,winter,2011,jan,1,friday,1,0,clear,4.1,6.1,54,11.0,5
2011-01-14,winter,2011,jan,2,friday,1,0,clear,4.1,6.1,54,9.0,1
2011-01-14,winter,2011,jan,3,friday,1,0,clear,4.1,6.8,54,7.0,1
2011-01-14,winter,2011,jan,5,friday,1,0,clear,4.1,6.8,54,6.0,8
